@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.apache.commons.compress.changes.Change.<init>,4,4,4,4,100.0,0,6
@@ org.apache.commons.compress.changes.Change.<init>,5,6,7,7,100.0,0,1
@@ org.apache.commons.compress.changes.ChangeSet.perform,19,27,39,33,84.61538461538461,0,4
@@ org.apache.commons.compress.changes.ChangeSet.addDeletion,15,22,32,32,100.0,0,2
@@ org.apache.commons.compress.changes.ChangeSet.isDeletedLater,10,13,18,18,100.0,0,0
@@ org.apache.commons.compress.archivers.ArchiveStreamFactory.createArchiveInputStream,15,21,20,20,100.0,0,1
@@ org.apache.commons.compress.archivers.ArchiveStreamFactory.createArchiveOutputStream,15,21,20,20,100.0,0,1
@@ org.apache.commons.compress.archivers.ArchiveStreamFactory.createArchiveInputStream,16,22,30,30,100.0,0,2
@@ org.apache.commons.compress.archivers.jar.JarArchiveEntry.getCertificates,4,4,6,6,100.0,0,0
@@ org.apache.commons.compress.archivers.jar.JarArchiveOutputStream.putNextEntry,4,4,8,8,100.0,0,0
@@ org.apache.commons.compress.archivers.jar.JarArchiveInputStream.getNextJarEntry,5,5,3,3,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.growBuffer,5,5,6,6,100.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.getZipEncoding,8,10,11,11,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.isUTF8,8,10,10,2,20.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipShort.equals,8,10,10,10,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper$SimpleEncodingHolder.getEncoding,4,4,9,8,88.88888888888889,0,0
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.encode,17,23,49,22,44.89795918367347,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,5,5,5,5,100.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.clone,5,5,7,7,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setUnixMode,8,9,6,6,100.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getUnixMode,5,5,5,5,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setExtraFields,5,5,12,8,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraFields,4,4,6,6,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.addExtraField,4,4,9,8,88.88888888888889,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.addAsFirstExtraField,4,4,7,7,100.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.removeExtraField,6,7,11,11,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraField,4,4,7,7,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getLocalFileDataExtra,5,5,3,3,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getName,5,5,6,6,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.mergeExtraFields,13,16,35,24,68.57142857142857,0,1
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.createExtraField,4,4,4,4,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.parse,10,12,38,24,63.1578947368421,0,0
