@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.apache.commons.compress.changes.Change.<init>,4,4,4,4,100.0,0,6
@@ org.apache.commons.compress.changes.Change.<init>,5,6,7,5,71.42857142857143,0,1
@@ org.apache.commons.compress.changes.ChangeSet.perform,19,27,39,25,64.1025641025641,0,3
@@ org.apache.commons.compress.changes.ChangeSet.addDeletion,15,22,32,23,71.875,0,2
@@ org.apache.commons.compress.changes.ChangeSet.isDeletedLater,10,13,18,15,83.33333333333334,0,1
@@ org.apache.commons.compress.archivers.ArchiveStreamFactory.createArchiveInputStream,15,21,20,18,90.0,0,1
@@ org.apache.commons.compress.archivers.ArchiveStreamFactory.createArchiveOutputStream,15,21,20,18,90.0,0,1
@@ org.apache.commons.compress.archivers.ArchiveStreamFactory.createArchiveInputStream,16,22,30,30,100.0,0,2
@@ org.apache.commons.compress.archivers.jar.JarArchiveEntry.getCertificates,4,4,6,6,100.0,0,1
@@ org.apache.commons.compress.archivers.jar.JarArchiveOutputStream.putNextEntry,4,4,8,6,75.0,0,1
@@ org.apache.commons.compress.archivers.jar.JarArchiveInputStream.getNextJarEntry,5,5,3,3,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.growBuffer,5,5,6,6,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.getZipEncoding,8,10,11,11,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper.isUTF8,8,10,10,1,10.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipShort.equals,8,10,10,8,80.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipEncodingHelper$SimpleEncodingHolder.getEncoding,4,4,9,5,55.55555555555556,0,0
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.encode,17,23,49,17,34.69387755102041,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,5,5,5,5,100.0,0,0
