@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.joda.time.Years.years,9,14,14,14,100.0,0,7
@@ org.joda.time.Years.yearsBetween,5,6,9,7,77.77777777777779,0,1
@@ org.joda.time.Years.yearsIn,4,4,4,4,100.0,0,1
@@ org.joda.time.Years.parseYears,4,4,5,5,100.0,0,0
@@ org.joda.time.Years.plus,4,4,5,5,100.0,0,0
@@ org.joda.time.Years.plus,4,4,5,5,100.0,0,0
@@ org.joda.time.Years.minus,4,4,5,5,100.0,0,1
@@ org.joda.time.Years.dividedBy,4,4,5,5,100.0,0,1
@@ org.joda.time.Years.isGreaterThan,10,12,8,8,100.0,0,1
@@ org.joda.time.Years.isLessThan,10,12,8,8,100.0,0,1
@@ org.joda.time.MutableDateTime.now,4,4,3,3,100.0,0,0
@@ org.joda.time.MutableDateTime.now,4,4,3,3,100.0,0,0
@@ org.joda.time.MutableDateTime.setRounding,12,16,15,11,73.33333333333333,0,0
@@ org.joda.time.MutableDateTime.setMillis,9,14,36,28,77.77777777777779,0,2
@@ org.joda.time.MutableDateTime.add,4,4,5,4,80.0,0,1
@@ org.joda.time.MutableDateTime.add,4,4,5,4,80.0,0,1
@@ org.joda.time.MutableDateTime.setZone,4,4,7,5,71.42857142857143,0,0
@@ org.joda.time.MutableDateTime.setZoneRetainFields,4,4,7,7,100.0,0,1
@@ org.joda.time.MutableDateTime.set,4,4,5,5,100.0,0,0
@@ org.joda.time.MutableDateTime.add,6,7,7,6,85.71428571428571,0,0
@@ org.joda.time.MutableDateTime.addYears,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.addWeekyears,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.addMonths,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.addWeeks,4,4,4,3,75.0,0,1
@@ org.joda.time.MutableDateTime.addDays,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.addHours,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.addMinutes,4,4,4,3,75.0,0,1
@@ org.joda.time.MutableDateTime.addSeconds,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.addMillis,4,4,4,3,75.0,0,0
@@ org.joda.time.MutableDateTime.setDate,5,6,11,7,63.63636363636363,0,0
@@ org.joda.time.MutableDateTime.setTime,4,4,8,5,62.5,0,0
@@ org.joda.time.MutableDateTime.property,6,7,9,9,100.0,0,1
@@ org.joda.time.DateMidnight.now,4,4,3,3,100.0,0,0
@@ org.joda.time.DateMidnight.now,4,4,3,3,100.0,0,0
@@ org.joda.time.DateMidnight.withMillis,5,5,7,7,100.0,0,0
@@ org.joda.time.DateMidnight.withChronology,5,5,7,7,100.0,0,0
@@ org.joda.time.DateMidnight.withZoneRetainFields,4,4,8,8,100.0,0,0
@@ org.joda.time.DateMidnight.withFields,4,4,5,5,100.0,0,0
@@ org.joda.time.DateMidnight.withField,4,4,5,5,100.0,0,1
@@ org.joda.time.DateMidnight.withFieldAdded,6,7,8,8,100.0,0,1
@@ org.joda.time.DateMidnight.withDurationAdded,5,6,8,6,75.0,0,0
@@ org.joda.time.DateMidnight.withDurationAdded,5,6,8,6,75.0,0,1
@@ org.joda.time.DateMidnight.withPeriodAdded,5,6,8,6,75.0,0,1
@@ org.joda.time.DateMidnight.plusYears,4,4,5,5,100.0,0,0
@@ org.joda.time.DateMidnight.plusMonths,4,4,5,5,100.0,0,1
@@ org.joda.time.DateMidnight.plusWeeks,4,4,5,5,100.0,0,0
@@ org.joda.time.DateMidnight.plusDays,4,4,5,5,100.0,0,0
@@ org.joda.time.DateMidnight.minusYears,4,4,5,5,100.0,0,0
@@ org.joda.time.DateMidnight.minusMonths,4,4,5,5,100.0,0,0
@@ org.joda.time.DateMidnight.minusWeeks,4,4,5,5,100.0,0,1
