@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer.drawPrimaryLine,33,48,126,104,82.53968253968253,0,19
@@ org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer.getControlPoints,6,7,27,13,48.148148148148145,0,1
@@ org.jfree.experimental.chart.renderer.xy.XYSmoothLineAndShapeRenderer.getBezierCurve,5,5,27,22,81.48148148148148,0,1
@@ org.jfree.chart.LegendItem.<init>,12,16,26,26,100.0,0,1
@@ org.jfree.chart.LegendItem.<init>,16,22,30,30,100.0,0,1
@@ org.jfree.chart.LegendItem.characterIteratorToString,7,8,15,10,66.66666666666666,0,1
@@ org.jfree.chart.LegendItem.setShape,4,4,4,4,100.0,0,1
@@ org.jfree.chart.LegendItem.setFillPaint,4,4,4,4,100.0,0,0
@@ org.jfree.chart.LegendItem.setLinePaint,4,4,4,4,100.0,0,0
@@ org.jfree.chart.LegendItem.setOutlinePaint,4,4,4,4,100.0,0,0
@@ org.jfree.chart.LegendItem.setLine,4,4,4,4,100.0,0,1
@@ org.jfree.chart.LegendItem.setFillPaintTransformer,4,4,4,4,100.0,0,1
@@ org.jfree.chart.LegendItem.equals,47,68,159,159,100.0,0,4
@@ org.jfree.chart.LegendItem.clone,6,7,20,16,80.0,0,0
@@ org.jfree.chart.LegendRenderingOrder.equals,8,10,13,13,100.0,0,1
@@ org.jfree.chart.LegendRenderingOrder.readResolve,6,7,10,10,100.0,0,0
@@ org.jfree.chart.JFreeChartInfo.getLogo,5,6,9,5,55.55555555555556,0,0
@@ org.jfree.chart.LegendItemCollection.equals,8,10,15,15,100.0,0,0
@@ org.jfree.chart.PolarChartPanel.createPopupMenu,13,16,33,22,66.66666666666666,0,1
@@ org.jfree.chart.PolarChartPanel.actionPerformed,9,11,11,11,100.0,0,1
@@ org.jfree.chart.PolarChartPanel.checkChart,4,4,2,2,100.0,0,1
@@ org.jfree.chart.PolarChartPanel.getPopupMenuItem,9,12,26,10,38.46153846153847,0,1
@@ org.jfree.chart.ChartPanel.<init>,10,15,26,17,65.38461538461539,0,1
@@ org.jfree.chart.ChartPanel.setChart,11,14,24,19,79.16666666666666,0,0
@@ org.jfree.chart.ChartPanel.setDomainZoomable,11,14,13,10,76.92307692307693,0,2
@@ org.jfree.chart.ChartPanel.setRangeZoomable,11,14,13,10,76.92307692307693,0,1
@@ org.jfree.chart.ChartPanel.setDefaultDirectoryForSaveAs,5,6,6,4,66.66666666666666,0,0
@@ org.jfree.chart.ChartPanel.setZoomFillPaint,4,4,4,4,100.0,0,1
@@ org.jfree.chart.ChartPanel.isMouseWheelEnabled,5,5,4,4,100.0,0,0
@@ org.jfree.chart.ChartPanel.setMouseWheelEnabled,8,11,15,9,60.0,0,1
@@ org.jfree.chart.ChartPanel.addOverlay,4,4,5,5,100.0,0,0
@@ org.jfree.chart.ChartPanel.removeOverlay,6,7,9,8,88.88888888888889,0,0
@@ org.jfree.chart.ChartPanel.addMouseHandler,4,4,5,5,100.0,0,0
@@ org.jfree.chart.ChartPanel.removeMouseHandler,4,4,5,5,100.0,0,1
@@ org.jfree.chart.ChartPanel.setDisplayToolTips,5,5,4,4,100.0,0,1
@@ org.jfree.chart.ChartPanel.getToolTipText,6,8,18,12,66.66666666666666,0,0
@@ org.jfree.chart.ChartPanel.getEntityForPoint,7,8,17,13,76.47058823529412,0,1
@@ org.jfree.chart.ChartPanel.paintComponent,34,48,167,99,59.2814371257485,0,2
@@ org.jfree.chart.ChartPanel.chartChanged,4,4,5,4,80.0,0,0
@@ org.jfree.chart.ChartPanel.actionPerformed,30,43,69,42,60.86956521739131,0,1
@@ org.jfree.chart.ChartPanel.mouseEntered,9,11,21,17,80.95238095238095,0,0
@@ org.jfree.chart.ChartPanel.mouseExited,9,11,21,17,80.95238095238095,0,0
