@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.apache.commons.codec.net.RFC1522Codec.encodeText,4,4,5,5,100.0,0,6
@@ org.apache.commons.codec.net.RFC1522Codec.decodeText,17,25,38,30,78.94736842105263,0,3
@@ org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable,14,18,34,15,44.11764705882353,0,2
@@ org.apache.commons.codec.net.QuotedPrintableCodec.decodeQuotedPrintable,13,17,29,18,62.06896551724138,0,2
@@ org.apache.commons.codec.net.QuotedPrintableCodec.encode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.net.QuotedPrintableCodec.decode,4,4,5,5,100.0,0,0
@@ org.apache.commons.codec.net.QuotedPrintableCodec.decode,4,4,4,4,100.0,0,1
@@ org.apache.commons.codec.net.QuotedPrintableCodec.encode,8,10,11,11,100.0,0,1
@@ org.apache.commons.codec.net.QuotedPrintableCodec.decode,8,10,11,11,100.0,0,1
@@ org.apache.commons.codec.net.QuotedPrintableCodec.encode,4,4,5,5,100.0,0,0
@@ org.apache.commons.codec.net.QCodec.doEncoding,10,13,26,12,46.15384615384615,0,1
@@ org.apache.commons.codec.net.QCodec.doDecoding,17,22,43,22,51.162790697674424,0,1
@@ org.apache.commons.codec.net.QCodec.encode,4,4,5,5,100.0,0,1
@@ org.apache.commons.codec.net.QCodec.encode,4,4,4,4,100.0,0,1
@@ org.apache.commons.codec.net.QCodec.decode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.net.QCodec.encode,6,7,7,7,100.0,0,1
@@ org.apache.commons.codec.net.QCodec.decode,6,7,7,7,100.0,0,0
@@ org.apache.commons.codec.net.BCodec.doEncoding,4,4,3,3,100.0,0,0
@@ org.apache.commons.codec.net.BCodec.doDecoding,4,4,3,3,100.0,0,0
@@ org.apache.commons.codec.net.BCodec.encode,4,4,5,5,100.0,0,0
@@ org.apache.commons.codec.net.BCodec.encode,4,4,4,4,100.0,0,1
@@ org.apache.commons.codec.net.BCodec.decode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.net.BCodec.encode,6,7,7,7,100.0,0,1
@@ org.apache.commons.codec.net.BCodec.decode,6,7,7,7,100.0,0,1
@@ org.apache.commons.codec.net.URLCodec.encodeUrl,16,21,39,15,38.46153846153847,0,1
@@ org.apache.commons.codec.net.URLCodec.decodeUrl,15,20,32,21,65.625,0,1
@@ org.apache.commons.codec.net.URLCodec.encode,4,4,5,5,100.0,0,0
@@ org.apache.commons.codec.net.URLCodec.encode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.net.URLCodec.decode,4,4,5,5,100.0,0,0
@@ org.apache.commons.codec.net.URLCodec.decode,4,4,4,4,100.0,0,1
@@ org.apache.commons.codec.net.URLCodec.encode,8,10,11,11,100.0,0,0
@@ org.apache.commons.codec.net.URLCodec.decode,8,10,11,11,100.0,0,1
@@ org.apache.commons.codec.digest.DigestUtils.digest,5,5,10,6,60.0,0,1
@@ org.apache.commons.codec.language.SoundexUtils.clean,12,16,37,17,45.94594594594595,0,1
@@ org.apache.commons.codec.language.SoundexUtils.differenceEncoded,10,13,26,11,42.30769230769231,0,1
@@ org.apache.commons.codec.language.Caverphone.caverphone,5,6,5,3,60.0,0,0
@@ org.apache.commons.codec.language.Caverphone.encode,4,4,4,4,100.0,0,1
@@ org.apache.commons.codec.language.Metaphone.metaphone,116,193,550,193,35.090909090909086,0,6
@@ org.apache.commons.codec.language.Metaphone.isVowel,5,5,4,4,100.0,0,0
@@ org.apache.commons.codec.language.Metaphone.isPreviousChar,8,10,14,9,64.28571428571429,0,0
@@ org.apache.commons.codec.language.Metaphone.isNextChar,8,10,14,9,64.28571428571429,0,1
@@ org.apache.commons.codec.language.Metaphone.regionMatch,5,6,13,7,53.84615384615385,0,1
@@ org.apache.commons.codec.language.Metaphone.isLastChar,5,5,4,4,100.0,0,0
@@ org.apache.commons.codec.language.Metaphone.encode,4,4,4,4,100.0,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.doubleMetaphone,59,93,1724,123,7.134570765661252,0,4
@@ org.apache.commons.codec.language.DoubleMetaphone.encode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleAEIOUY,4,4,4,3,75.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleC,31,46,97,69,71.1340206185567,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleCC,11,15,27,12,44.44444444444444,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleCH,14,19,32,29,90.625,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleD,9,11,24,20,83.33333333333334,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleG,41,65,128,76,59.375,0,2
@@ org.apache.commons.codec.language.DoubleMetaphone.handleGH,25,39,67,34,50.74626865671642,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleH,7,9,19,7,36.84210526315789,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleJ,27,42,76,40,52.63157894736842,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleL,7,8,17,12,70.58823529411765,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleP,8,9,16,14,87.5,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.handleR,11,15,23,16,69.56521739130434,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleS,35,50,83,58,69.87951807228916,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleSC,15,21,35,30,85.71428571428571,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleT,18,25,41,29,70.73170731707317,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleW,19,28,57,33,57.89473684210527,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleX,12,16,24,14,58.333333333333336,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.handleZ,14,19,33,21,63.63636363636363,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionC0,15,21,27,22,81.48148148148148,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionCH0,9,12,12,8,66.66666666666666,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionCH1,12,19,28,11,39.285714285714285,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionL0,9,13,18,8,44.44444444444444,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.conditionM0,9,12,18,10,55.55555555555556,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.isSlavoGermanic,8,11,8,4,50.0,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.isVowel,5,5,2,2,100.0,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone.isSilentStart,7,8,18,8,44.44444444444444,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.cleanInput,6,7,7,7,100.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.charAt,5,6,8,5,62.5,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone.contains,9,12,29,15,51.724137931034484,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary,4,4,9,6,66.66666666666666,0,1
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate,4,4,9,6,66.66666666666666,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendPrimary,5,5,11,11,100.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.appendAlternate,5,5,11,11,100.0,0,0
@@ org.apache.commons.codec.language.DoubleMetaphone$DoubleMetaphoneResult.isComplete,6,7,12,6,50.0,0,0
@@ org.apache.commons.codec.language.RefinedSoundex.encode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.language.RefinedSoundex.getMappingCode,4,4,5,5,100.0,0,0
@@ org.apache.commons.codec.language.RefinedSoundex.soundex,14,18,31,22,70.96774193548387,0,1
@@ org.apache.commons.codec.language.Soundex.encode,4,4,4,4,100.0,0,0
@@ org.apache.commons.codec.language.Soundex.getMappingCode,10,16,22,12,54.54545454545454,0,1
@@ org.apache.commons.codec.language.Soundex.map,5,6,9,6,66.66666666666666,0,0
@@ org.apache.commons.codec.language.Soundex.soundex,14,20,40,23,57.49999999999999,0,1
