@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.jsoup.DataUtil.load,11,15,18,14,77.77777777777779,0,10
@@ org.jsoup.DataUtil.readInputStream,6,7,10,8,80.0,0,0
@@ org.jsoup.nodes.Attributes.get,5,5,3,3,100.0,0,0
@@ org.jsoup.nodes.Attributes.asList,5,5,5,5,100.0,0,0
@@ org.jsoup.nodes.Attributes.html,5,5,5,5,100.0,0,1
@@ org.jsoup.nodes.Attributes.equals,11,15,23,15,65.21739130434783,0,1
@@ org.jsoup.nodes.Attributes.hashCode,5,5,6,6,100.0,0,0
@@ org.jsoup.nodes.Evaluator$IndexGreaterThan.matches,5,5,6,6,100.0,0,0
@@ org.jsoup.nodes.TextNode.outerHtml,10,15,22,12,54.54545454545454,0,1
@@ org.jsoup.nodes.TextNode.lastCharIsWhitespace,7,8,6,6,100.0,0,1
@@ org.jsoup.nodes.Element.id,5,5,3,3,100.0,0,0
@@ org.jsoup.nodes.Element.children,7,8,8,7,87.5,0,1
@@ org.jsoup.nodes.Element.append,5,5,5,5,100.0,0,0
@@ org.jsoup.nodes.Element.prepend,5,5,9,5,55.55555555555556,0,0
@@ org.jsoup.nodes.Element.wrap,8,10,18,12,66.66666666666666,0,1
@@ org.jsoup.nodes.Element.getDeepChild,4,4,5,5,100.0,0,0
@@ org.jsoup.nodes.Element.nextElementSibling,4,4,6,6,100.0,0,0
@@ org.jsoup.nodes.Element.previousElementSibling,4,4,4,4,100.0,0,0
@@ org.jsoup.nodes.Element.firstElementSibling,5,5,3,3,100.0,0,0
@@ org.jsoup.nodes.Element.elementSiblingIndex,4,4,3,3,100.0,0,0
@@ org.jsoup.nodes.Element.lastElementSibling,5,5,3,3,100.0,0,0
@@ org.jsoup.nodes.Element.getElementById,4,4,3,3,100.0,0,1
@@ org.jsoup.nodes.Element.text,16,23,28,19,67.85714285714286,0,1
@@ org.jsoup.nodes.Element.preserveWhitespace,7,9,8,3,37.5,0,1
@@ org.jsoup.nodes.Element.hasText,12,16,13,11,84.61538461538461,0,1
@@ org.jsoup.nodes.Element.data,9,11,12,11,91.66666666666666,0,1
@@ org.jsoup.nodes.Element.className,5,5,6,6,100.0,0,1
@@ org.jsoup.nodes.Element.classNames,4,4,8,4,50.0,0,0
@@ org.jsoup.nodes.Element.toggleClass,5,5,10,10,100.0,0,0
@@ org.jsoup.nodes.Element.val,4,4,4,4,100.0,0,0
@@ org.jsoup.nodes.Element.val,5,5,7,7,100.0,0,1
@@ org.jsoup.nodes.Element.outerHtml,13,19,32,21,65.625,0,2
@@ org.jsoup.nodes.Element.html,5,5,4,4,100.0,0,0
@@ org.jsoup.nodes.Element.equals,13,18,27,19,70.37037037037037,0,0
@@ org.jsoup.nodes.Element.hashCode,5,5,5,5,100.0,0,0
@@ org.jsoup.nodes.Evaluator$IndexLessThan.matches,5,5,6,6,100.0,0,0
@@ org.jsoup.nodes.XmlDeclaration.outerHtml,5,5,6,6,100.0,0,1
@@ org.jsoup.nodes.Evaluator$AttributeWithValueNot.matches,5,5,8,8,100.0,0,1
@@ org.jsoup.nodes.Evaluator$IndexEquals.matches,5,5,6,6,100.0,0,0
@@ org.jsoup.nodes.Document.title,5,5,3,3,100.0,0,0
@@ org.jsoup.nodes.Document.title,5,5,6,6,100.0,0,1
@@ org.jsoup.nodes.Document.normalise,8,10,10,7,70.0,0,1
@@ org.jsoup.nodes.Document.normalise,11,14,16,14,87.5,0,1
@@ org.jsoup.nodes.Attribute.equals,16,23,39,23,58.97435897435898,0,1
@@ org.jsoup.nodes.Attribute.hashCode,8,9,11,11,100.0,0,1
@@ org.jsoup.nodes.Node.attr,6,7,11,11,100.0,0,1
@@ org.jsoup.nodes.Node.absUrl,4,4,7,7,100.0,0,1
@@ org.jsoup.nodes.Node.setParentNode,4,4,6,6,100.0,0,0
@@ org.jsoup.nodes.Node.replaceChild,7,8,17,15,88.23529411764706,0,1
@@ org.jsoup.nodes.Node.removeChild,5,5,9,9,100.0,0,0
@@ org.jsoup.nodes.Node.addChild,4,4,9,7,77.77777777777779,0,0
@@ org.jsoup.nodes.Node.nodeDepth,4,4,6,6,100.0,0,0
@@ org.jsoup.nodes.Node.nextSibling,4,4,6,6,100.0,0,0
@@ org.jsoup.nodes.Node.previousSibling,4,4,4,4,100.0,0,1
@@ org.jsoup.nodes.Node.indexInList,7,8,17,10,58.82352941176471,0,1
@@ org.jsoup.nodes.Node.equals,4,4,4,4,100.0,0,1
@@ org.jsoup.nodes.Node.hashCode,8,9,11,11,100.0,0,0
@@ org.jsoup.parser.TokenQueue.<init>,5,5,11,7,63.63636363636363,0,1
@@ org.jsoup.parser.TokenQueue.addFirst,5,5,8,4,50.0,0,1
@@ org.jsoup.parser.TokenQueue.matches,9,11,26,21,80.76923076923077,0,1
@@ org.jsoup.parser.TokenQueue.matchesAny,7,8,15,10,66.66666666666666,0,2
@@ org.jsoup.parser.TokenQueue.matchChomp,4,4,6,6,100.0,0,0
