@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.apache.commons.jxpath.JXPathContext.getContextFactory,4,4,4,3,75.0,0,6
@@ org.apache.commons.jxpath.JXPathContext.getVariables,4,4,8,7,87.5,0,1
@@ org.apache.commons.jxpath.JXPathContext.getFunctions,6,7,11,11,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getFactory,5,6,12,12,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getLocale,6,7,14,13,92.85714285714286,0,1
@@ org.apache.commons.jxpath.JXPathContext.setDecimalFormatSymbols,4,4,10,9,90.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getDecimalFormatSymbols,6,7,14,14,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.isLenient,5,6,12,12,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.compile,4,4,5,4,80.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.selectSingleNode,4,4,3,3,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.selectNodes,5,5,5,5,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getIdentityManager,5,6,12,12,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getPointerByID,4,4,5,5,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getKeyManager,5,6,12,12,100.0,0,0
@@ org.apache.commons.jxpath.JXPathContext.getPointerByKey,4,4,6,6,100.0,0,1
@@ org.apache.commons.jxpath.MapDynamicPropertyHandler.getPropertyNames,5,5,11,7,63.63636363636363,0,0
@@ org.apache.commons.jxpath.JXPathException.getMessage,10,13,25,25,100.0,0,0
@@ org.apache.commons.jxpath.BasicNodeSet.getPointers,4,4,9,8,88.88888888888889,0,1
@@ org.apache.commons.jxpath.BasicNodeSet.getNodes,7,8,23,18,78.26086956521739,0,1
@@ org.apache.commons.jxpath.BasicNodeSet.getValues,7,8,23,18,78.26086956521739,0,0
@@ org.apache.commons.jxpath.JXPathContextFactoryConfigurationError.getMessage,5,6,9,9,100.0,0,2
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.isDynamic,5,5,4,4,100.0,0,0
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptors,7,8,18,15,83.33333333333334,0,1
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptor,17,22,73,35,47.94520547945205,0,11
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.toString,9,11,19,15,78.94736842105263,0,2
@@ org.apache.commons.jxpath.XMLDocumentContainer.<init>,4,4,2,2,100.0,0,0
@@ org.apache.commons.jxpath.XMLDocumentContainer.getValue,7,8,16,14,87.5,0,0
@@ org.apache.commons.jxpath.JXPathIntrospector.registerDynamicClass,5,5,8,8,100.0,0,0
@@ org.apache.commons.jxpath.JXPathIntrospector.getBeanInfo,7,9,18,14,77.77777777777779,0,0
@@ org.apache.commons.jxpath.JXPathIntrospector.findDynamicBeanInfo,18,27,39,34,87.17948717948718,0,2
@@ org.apache.commons.jxpath.JXPathIntrospector.instantiate,4,4,5,5,100.0,0,1
@@ org.apache.commons.jxpath.PackageFunctions.getFunction,33,51,98,60,61.224489795918366,0,22
@@ org.apache.commons.jxpath.JXPathContextFactory.newInstance,4,4,4,3,75.0,0,0
@@ org.apache.commons.jxpath.JXPathContextFactory.findFactory,22,32,45,39,86.66666666666667,0,2
@@ org.apache.commons.jxpath.FunctionLibrary.getUsedNamespaces,4,4,7,7,100.0,0,2
@@ org.apache.commons.jxpath.FunctionLibrary.getFunction,12,16,34,29,85.29411764705883,0,1
@@ org.apache.commons.jxpath.FunctionLibrary.prepareCache,13,16,32,27,84.375,0,1
@@ org.apache.commons.jxpath.ClassFunctions.getFunction,14,19,34,28,82.35294117647058,0,1
@@ org.apache.commons.jxpath.BasicVariables.getVariable,4,4,10,10,100.0,0,1
@@ org.apache.commons.jxpath.servlet.PageContextHandler.getPropertyNames,14,17,20,20,100.0,0,1
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getPageContext,4,4,6,5,83.33333333333334,0,0
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getRequestContext,9,12,22,20,90.9090909090909,0,1
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getSessionContext,4,4,7,6,85.71428571428571,0,0
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getApplicationContext,4,4,6,5,83.33333333333334,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestAndContext.getSession,4,4,6,6,100.0,0,1
@@ org.apache.commons.jxpath.servlet.KeywordVariables.getVariable,4,4,8,8,100.0,0,1
@@ org.apache.commons.jxpath.servlet.ServletContextHandler.collectPropertyNames,5,5,4,4,100.0,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestHandler.collectPropertyNames,8,9,9,9,100.0,0,1
@@ org.apache.commons.jxpath.servlet.ServletRequestHandler.getProperty,10,13,16,16,100.0,0,0
