@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ com.google.gson.JsonStreamParser.next,4,4,4,4,100.0,0,6
@@ com.google.gson.JsonStreamParser.hasNext,5,5,6,6,100.0,0,1
@@ com.google.gson.TypeUtils.getActualTypeForFirstTypeVariable,8,10,9,9,100.0,0,2
@@ com.google.gson.TypeUtils.isArray,6,7,5,5,100.0,0,1
@@ com.google.gson.TypeUtils.toRawClass,10,13,13,13,100.0,0,1
@@ com.google.gson.VersionExclusionStrategy.<init>,5,5,4,4,100.0,0,0
@@ com.google.gson.VersionExclusionStrategy.shouldSkipField,5,5,4,4,100.0,0,1
@@ com.google.gson.VersionExclusionStrategy.shouldSkipClass,5,5,4,4,100.0,0,1
@@ com.google.gson.VersionExclusionStrategy.isValidVersion,6,7,8,4,50.0,0,0
@@ com.google.gson.VersionExclusionStrategy.isValidSince,5,6,9,5,55.55555555555556,0,1
@@ com.google.gson.VersionExclusionStrategy.isValidUntil,5,6,9,5,55.55555555555556,0,0
@@ com.google.gson.TypeInfo.isCollectionOrArray,6,7,6,3,50.0,0,0
@@ com.google.gson.GenericArrayTypeImpl.equals,9,11,12,12,100.0,0,1
@@ com.google.gson.GenericArrayTypeImpl.hashCode,5,5,6,6,100.0,0,1
@@ com.google.gson.Gson.createExclusionStrategy,4,4,5,4,80.0,0,0
@@ com.google.gson.Gson.toJsonTree,4,4,4,4,100.0,0,1
@@ com.google.gson.Gson.toJsonTree,4,4,8,8,100.0,0,0
@@ com.google.gson.Gson.toJson,7,8,8,8,100.0,0,1
@@ com.google.gson.Gson.toJson,6,7,11,9,81.81818181818183,0,1
@@ com.google.gson.Gson.toJson,6,7,14,10,71.42857142857143,0,0
@@ com.google.gson.Gson.fromJson,4,4,5,5,100.0,0,0
@@ com.google.gson.Gson.fromJson,4,4,8,8,100.0,0,0
@@ com.google.gson.TypeInfoArray.<init>,5,5,11,5,45.45454545454545,0,0
@@ com.google.gson.TypeInfoArray.extractSecondLevelType,5,5,4,4,100.0,0,1
@@ com.google.gson.DefaultTypeAdapters$DefaultTimeTypeAdapter.deserialize,4,4,5,5,100.0,0,0
@@ com.google.gson.DisjunctionExclusionStrategy.shouldSkipField,7,8,7,7,100.0,0,1
@@ com.google.gson.DisjunctionExclusionStrategy.shouldSkipClass,7,8,7,7,100.0,0,0
@@ com.google.gson.ParameterizedTypeHandlerMap.registerForTypeHierarchy,8,10,29,28,96.55172413793103,0,0
@@ com.google.gson.ParameterizedTypeHandlerMap.getIndexOfAnOverriddenHandler,7,8,18,11,61.111111111111114,0,0
@@ com.google.gson.ParameterizedTypeHandlerMap.register,6,7,15,13,86.66666666666667,0,0
@@ com.google.gson.ParameterizedTypeHandlerMap.registerIfAbsent,14,18,34,25,73.52941176470588,0,3
@@ com.google.gson.ParameterizedTypeHandlerMap.registerIfAbsent,6,7,13,10,76.92307692307693,0,1
@@ com.google.gson.ParameterizedTypeHandlerMap.getHandlerFor,7,9,18,8,44.44444444444444,0,0
@@ com.google.gson.ParameterizedTypeHandlerMap.getHandlerForTypeHierarchy,7,8,11,11,100.0,0,1
@@ com.google.gson.ParameterizedTypeHandlerMap.getIndexOfSpecificHandlerForTypeHierarchy,7,8,18,9,50.0,0,1
@@ com.google.gson.ParameterizedTypeHandlerMap.copyOf,8,9,11,11,100.0,0,3
@@ com.google.gson.ParameterizedTypeHandlerMap.toString,14,17,28,22,78.57142857142857,0,1
@@ com.google.gson.DefaultTypeAdapters$DefaultDateTypeAdapter.deserialize,4,4,5,5,100.0,0,1
@@ com.google.gson.TypeInfoFactory.getActualType,19,26,36,36,100.0,0,1
@@ com.google.gson.TypeInfoFactory.extractRealTypes,5,5,13,9,69.23076923076923,0,0
@@ com.google.gson.TypeInfoFactory.getIndex,7,8,18,9,50.0,0,0
@@ com.google.gson.Pair.hashCode,8,9,8,8,100.0,0,0
@@ com.google.gson.Pair.equals,8,10,19,11,57.89473684210527,0,0
@@ com.google.gson.Pair.equal,7,9,10,3,30.0,0,1
@@ com.google.gson.JsonElement.getAsJsonObject,4,4,3,3,100.0,0,1
@@ com.google.gson.JsonElement.getAsJsonArray,4,4,3,3,100.0,0,0
@@ com.google.gson.JsonElement.getAsJsonPrimitive,4,4,3,3,100.0,0,0
@@ com.google.gson.JsonElement.getAsJsonNull,4,4,3,3,100.0,0,0
@@ com.google.gson.SerializedNameAnnotationInterceptingNamingPolicy.translateName,5,5,7,7,100.0,0,0
@@ com.google.gson.TypeInfoMap.<init>,8,10,9,7,77.77777777777779,0,0
@@ com.google.gson.JsonDeserializationContextDefault.deserialize,11,15,20,18,90.0,0,1
@@ com.google.gson.DefaultTypeAdapters$DoubleSerializer.serialize,6,8,10,5,50.0,0,1
@@ com.google.gson.InnerClassExclusionStrategy.isInnerClass,6,7,6,3,50.0,0,0
@@ com.google.gson.InnerClassExclusionStrategy.isStatic,5,5,2,2,100.0,0,0
@@ com.google.gson.LruCache.removeEldestEntry,5,5,4,4,100.0,0,0
@@ com.google.gson.JsonPrimitive.setValue,9,11,10,8,80.0,0,0
@@ com.google.gson.JsonPrimitive.getAsBoolean,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsNumber,5,5,6,6,100.0,0,0
@@ com.google.gson.JsonPrimitive.stringToNumber,5,6,6,4,66.66666666666666,0,0
@@ com.google.gson.JsonPrimitive.getAsString,6,7,8,8,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsDouble,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsBigDecimal,5,5,8,8,100.0,0,1
@@ com.google.gson.JsonPrimitive.getAsBigInteger,5,5,8,8,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsFloat,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsLong,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsShort,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsInt,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsByte,5,5,3,3,100.0,0,0
@@ com.google.gson.JsonPrimitive.getAsObject,7,9,18,14,77.77777777777779,0,0
@@ com.google.gson.JsonPrimitive.toString,5,5,9,9,100.0,0,0
@@ com.google.gson.JsonPrimitive.isPrimitiveOrString,9,11,19,14,73.68421052631578,0,0
@@ com.google.gson.JsonPrimitive.hashCode,8,10,12,12,100.0,0,1
@@ com.google.gson.JsonPrimitive.equals,24,34,39,32,82.05128205128204,0,1
@@ com.google.gson.JsonPrimitive.isIntegral,11,16,16,11,68.75,0,0
@@ com.google.gson.JsonPrimitive.isFloatingPoint,9,12,12,9,75.0,0,0
@@ com.google.gson.Preconditions.checkNotNull,5,5,2,2,100.0,0,0
@@ com.google.gson.Preconditions.checkArgument,4,4,3,3,100.0,0,1
@@ com.google.gson.Preconditions.checkState,4,4,3,3,100.0,0,1
@@ com.google.gson.JsonObjectDeserializationVisitor.visitObjectField,7,8,18,18,100.0,0,1
@@ com.google.gson.JsonObjectDeserializationVisitor.visitArrayField,7,8,18,18,100.0,0,1
@@ com.google.gson.JsonObjectDeserializationVisitor.visitFieldUsingCustomHandler,15,21,33,29,87.87878787878788,0,1
@@ com.google.gson.JsonObjectDeserializationVisitor.visitPrimitive,4,4,8,8,100.0,0,0
@@ com.google.gson.DefaultTypeAdapters$FloatSerializer.serialize,6,8,10,5,50.0,0,0
@@ com.google.gson.Escaper.escapeJsonString,18,28,49,36,73.46938775510205,0,1
@@ com.google.gson.Escaper.mustEscapeCharInJsString,9,12,15,7,46.666666666666664,0,0
@@ com.google.gson.Escaper.isControlCharacter,9,13,10,4,40.0,0,0
@@ com.google.gson.Escaper.appendHexJavaScriptRepresentation,4,4,7,7,100.0,0,1
@@ com.google.gson.JsonArrayDeserializationVisitor.constructTarget,6,7,17,17,100.0,0,0
@@ com.google.gson.JsonArrayDeserializationVisitor.visitArray,17,23,44,33,75.0,0,1
@@ com.google.gson.ModifyFirstLetterNamingPolicy.translateName,18,25,56,25,44.642857142857146,0,1
@@ com.google.gson.ModifyFirstLetterNamingPolicy.modifyString,5,5,5,5,100.0,0,1
@@ com.google.gson.DefaultTypeAdapters$LocaleTypeAdapter.deserialize,13,18,33,6,18.181818181818183,0,0
@@ com.google.gson.SyntheticFieldExclusionStrategy.shouldSkipField,6,7,6,3,50.0,0,1
@@ com.google.gson.JsonDeserializationVisitor.getTarget,4,4,8,4,50.0,0,0
@@ com.google.gson.JsonDeserializationVisitor.visitUsingCustomHandler,4,4,5,5,100.0,0,0
@@ com.google.gson.JsonDeserializationVisitor.invokeCustomDeserializer,5,6,10,8,80.0,0,0
@@ com.google.gson.Streams.parse,15,22,32,32,100.0,0,1
@@ com.google.gson.Streams.write,29,41,51,46,90.19607843137256,0,1
@@ com.google.gson.Streams.writerForAppendable,5,5,4,4,100.0,0,0
@@ com.google.gson.ExposeAnnotationDeserializationExclusionStrategy.shouldSkipField,7,8,4,4,100.0,0,1
