@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.<init>,12,15,18,18,100.0,0,8
@@ com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.findNamespace,8,10,18,13,72.22222222222221,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.isOutputAsAttribute,8,10,18,13,72.22222222222221,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.isOutputAsText,8,10,18,13,72.22222222222221,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.isOutputAsCData,8,10,18,13,72.22222222222221,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.setDefaultUseWrapper,6,7,14,10,71.42857142857143,0,0
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlModule.setupModule,4,4,9,7,77.77777777777779,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.<init>,6,7,9,3,33.33333333333333,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.readResolve,6,7,15,15,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.configure,5,5,7,7,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.isEnabled,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.configure,5,5,7,7,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.isEnabled,5,5,6,6,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.createParser,4,4,12,8,66.66666666666666,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.createParser,6,7,18,13,72.22222222222221,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser,4,4,8,6,75.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser,4,4,8,6,75.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser,4,4,8,6,75.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser,4,4,8,6,75.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.hasXMLFormat,49,75,88,68,77.27272727272727,0,3
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.validXmlNameStartChar,4,4,2,2,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlFactory.tryMatch,9,11,21,14,66.66666666666666,0,0
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findWrapperName,11,15,17,15,88.23529411764706,0,1
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findRootName,7,9,12,10,83.33333333333334,0,0
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findNamespace,4,4,3,3,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.isOutputAsAttribute,7,8,6,6,100.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.isOutputAsText,7,8,6,6,100.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.isOutputAsCData,7,8,6,6,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findNameForSerialization,6,8,11,6,54.54545454545454,0,0
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findNameForDeserialization,6,8,11,6,54.54545454545454,0,1
@@ com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector._findXmlName,4,4,3,3,100.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlMapper.<init>,4,4,7,6,85.71428571428571,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlMapper.setDefaultUseWrapper,7,8,8,7,87.5,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.init,4,4,7,5,71.42857142857143,0,1
@@ com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.typeProperty,5,6,9,4,44.44444444444444,0,0
@@ com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.idResolver,7,9,25,25,100.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$Lf2SpacesIndenter.writeIndentation,5,5,12,6,50.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$Lf2SpacesIndenter.writeIndentation,5,5,12,6,50.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findNamespaceAnnotation,12,16,17,15,88.23529411764706,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findIsAttributeAnnotation,12,16,17,15,88.23529411764706,0,1
@@ com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findIsTextAnnotation,12,16,17,15,88.23529411764706,0,1
@@ com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findIsCDataAnnotation,8,10,10,8,80.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.XmlInfo.<init>,14,17,16,16,100.0,0,2
@@ com.fasterxml.jackson.dataformat.xml.util.TypeUtil.isIndexedType,9,12,9,7,77.77777777777779,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.TypeUtil.isIndexedType,8,11,8,3,37.5,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup.readResolve,4,4,5,5,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup.findRootName,4,4,8,8,100.0,0,1
@@ com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup._findRootName,12,17,35,6,17.142857142857142,0,1
@@ com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup.findNamespace,8,10,10,8,80.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.indentArraysWith,5,5,4,4,100.0,0,0
@@ com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.indentObjectsWith,5,5,4,4,100.0,0,0
