@@ Method, Nodes, Edges, DUAs, SubDUAs, Perc, Time_s, Time_ms
@@ org.apache.commons.jxpath.JXPathContext.getContextFactory,4,4,4,1,25.0,0,7
@@ org.apache.commons.jxpath.JXPathContext.getVariables,4,4,8,4,50.0,0,0
@@ org.apache.commons.jxpath.JXPathContext.getFunctions,6,7,11,11,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.getFactory,5,6,12,8,66.66666666666666,0,0
@@ org.apache.commons.jxpath.JXPathContext.getLocale,6,7,14,10,71.42857142857143,0,1
@@ org.apache.commons.jxpath.JXPathContext.setDecimalFormatSymbols,4,4,10,6,60.0,0,0
@@ org.apache.commons.jxpath.JXPathContext.getDecimalFormatSymbols,6,7,14,14,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.isLenient,5,6,12,8,66.66666666666666,0,1
@@ org.apache.commons.jxpath.JXPathContext.compile,4,4,5,2,40.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.selectSingleNode,4,4,3,3,100.0,0,1
@@ org.apache.commons.jxpath.JXPathContext.selectNodes,5,5,5,5,100.0,0,0
@@ org.apache.commons.jxpath.JXPathContext.getIdentityManager,5,6,12,8,66.66666666666666,0,1
@@ org.apache.commons.jxpath.JXPathContext.getPointerByID,4,4,5,5,100.0,0,0
@@ org.apache.commons.jxpath.JXPathContext.getKeyManager,5,6,12,8,66.66666666666666,0,0
@@ org.apache.commons.jxpath.JXPathContext.getPointerByKey,4,4,6,6,100.0,0,1
@@ org.apache.commons.jxpath.MapDynamicPropertyHandler.getPropertyNames,5,5,11,7,63.63636363636363,0,1
@@ org.apache.commons.jxpath.JXPathException.getMessage,10,13,25,25,100.0,0,0
@@ org.apache.commons.jxpath.BasicNodeSet.getPointers,4,4,9,5,55.55555555555556,0,0
@@ org.apache.commons.jxpath.BasicNodeSet.getNodes,7,8,23,15,65.21739130434783,0,0
@@ org.apache.commons.jxpath.BasicNodeSet.getValues,7,8,23,15,65.21739130434783,0,1
@@ org.apache.commons.jxpath.JXPathContextFactoryConfigurationError.getMessage,5,6,9,6,66.66666666666666,0,0
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.isDynamic,5,5,4,4,100.0,0,0
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptors,7,8,18,12,66.66666666666666,0,0
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.getPropertyDescriptor,17,22,73,33,45.20547945205479,0,1
@@ org.apache.commons.jxpath.JXPathBasicBeanInfo.toString,9,11,19,13,68.42105263157895,0,0
@@ org.apache.commons.jxpath.XMLDocumentContainer.<init>,4,4,2,2,100.0,0,0
@@ org.apache.commons.jxpath.XMLDocumentContainer.getValue,7,8,16,11,68.75,0,0
@@ org.apache.commons.jxpath.JXPathIntrospector.registerDynamicClass,5,5,8,8,100.0,0,0
@@ org.apache.commons.jxpath.JXPathIntrospector.getBeanInfo,7,9,18,8,44.44444444444444,0,0
@@ org.apache.commons.jxpath.JXPathIntrospector.findDynamicBeanInfo,18,27,39,25,64.1025641025641,0,1
@@ org.apache.commons.jxpath.JXPathIntrospector.instantiate,4,4,5,5,100.0,0,0
@@ org.apache.commons.jxpath.PackageFunctions.getFunction,33,51,98,41,41.83673469387755,0,2
@@ org.apache.commons.jxpath.JXPathContextFactory.newInstance,4,4,4,1,25.0,0,0
@@ org.apache.commons.jxpath.JXPathContextFactory.findFactory,22,32,45,31,68.88888888888889,0,1
@@ org.apache.commons.jxpath.FunctionLibrary.getUsedNamespaces,4,4,7,5,71.42857142857143,0,0
@@ org.apache.commons.jxpath.FunctionLibrary.getFunction,12,16,34,25,73.52941176470588,0,0
@@ org.apache.commons.jxpath.FunctionLibrary.prepareCache,13,16,32,27,84.375,0,1
@@ org.apache.commons.jxpath.ClassFunctions.getFunction,14,19,34,26,76.47058823529412,0,0
@@ org.apache.commons.jxpath.BasicVariables.getVariable,4,4,10,10,100.0,0,0
@@ org.apache.commons.jxpath.servlet.PageContextHandler.getPropertyNames,14,17,20,20,100.0,0,1
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getPageContext,4,4,6,3,50.0,0,1
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getRequestContext,9,12,22,15,68.18181818181817,0,0
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getSessionContext,4,4,7,4,57.14285714285714,0,0
@@ org.apache.commons.jxpath.servlet.JXPathServletContexts.getApplicationContext,4,4,6,3,50.0,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestAndContext.getSession,4,4,6,6,100.0,0,0
@@ org.apache.commons.jxpath.servlet.KeywordVariables.getVariable,4,4,8,8,100.0,0,1
@@ org.apache.commons.jxpath.servlet.ServletContextHandler.collectPropertyNames,5,5,4,4,100.0,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestHandler.collectPropertyNames,8,9,9,9,100.0,0,0
@@ org.apache.commons.jxpath.servlet.ServletRequestHandler.getProperty,10,13,16,16,100.0,0,1
@@ org.apache.commons.jxpath.servlet.PageScopeContextHandler.getPropertyNames,5,5,6,6,100.0,0,0
@@ org.apache.commons.jxpath.servlet.HttpSessionHandler.collectPropertyNames,6,7,7,5,71.42857142857143,0,0
@@ org.apache.commons.jxpath.servlet.HttpSessionHandler.getProperty,5,6,10,8,80.0,0,1
@@ org.apache.commons.jxpath.servlet.HttpSessionHandler.setProperty,4,4,5,5,100.0,0,0
@@ org.apache.commons.jxpath.util.MethodLookupUtils.lookupConstructor,25,34,73,35,47.94520547945205,0,17
@@ org.apache.commons.jxpath.util.MethodLookupUtils.lookupStaticMethod,28,40,90,38,42.22222222222222,0,2
@@ org.apache.commons.jxpath.util.MethodLookupUtils.lookupMethod,31,46,100,45,45.0,0,3
@@ org.apache.commons.jxpath.util.MethodLookupUtils.matchParameterTypes,17,23,41,22,53.65853658536586,0,0
@@ org.apache.commons.jxpath.util.MethodLookupUtils.matchType,10,13,15,15,100.0,0,0
@@ org.apache.commons.jxpath.util.BasicTypeConverter$ValueNodeSet.getPointers,7,8,23,15,65.21739130434783,0,0
@@ org.apache.commons.jxpath.util.ValueUtils.isCollection,8,10,7,7,100.0,0,1
