@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.apache.commons.collections4.MapUtils.getObject,4,4,4,2,2,50.0,50.0,0,9
@@ org.apache.commons.collections4.MapUtils.getString,5,6,7,3,4,42.857142857142854,57.14285714285714,0,4
@@ org.apache.commons.collections4.MapUtils.getBoolean,13,18,19,7,12,36.84210526315789,63.1578947368421,0,16
@@ org.apache.commons.collections4.MapUtils.getNumber,8,11,12,5,8,41.66666666666667,66.66666666666666,0,6
@@ org.apache.commons.collections4.MapUtils.getByte,6,7,6,3,4,50.0,66.66666666666666,0,2
@@ org.apache.commons.collections4.MapUtils.getShort,6,7,6,3,4,50.0,66.66666666666666,0,2
@@ org.apache.commons.collections4.MapUtils.getInteger,6,7,6,3,4,50.0,66.66666666666666,0,2
@@ org.apache.commons.collections4.MapUtils.getLong,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.getFloat,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.getDouble,6,7,6,3,4,50.0,66.66666666666666,0,2
@@ org.apache.commons.collections4.MapUtils.getMap,6,8,9,4,6,44.44444444444444,66.66666666666666,0,3
@@ org.apache.commons.collections4.MapUtils.getObject,5,6,8,3,5,37.5,62.5,0,2
@@ org.apache.commons.collections4.MapUtils.getString,4,4,5,2,2,40.0,40.0,0,2
@@ org.apache.commons.collections4.MapUtils.getBoolean,4,4,5,2,2,40.0,40.0,0,2
@@ org.apache.commons.collections4.MapUtils.getNumber,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.collections4.MapUtils.getByte,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.collections4.MapUtils.getShort,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.collections4.MapUtils.getInteger,4,4,5,2,2,40.0,40.0,0,2
@@ org.apache.commons.collections4.MapUtils.getLong,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.collections4.MapUtils.getFloat,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.collections4.MapUtils.getDouble,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.collections4.MapUtils.getMap,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.collections4.MapUtils.getByteValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.MapUtils.getShortValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.getIntValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.getLongValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.MapUtils.getFloatValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.getDoubleValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.getBooleanValue,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.collections4.MapUtils.getByteValue,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.collections4.MapUtils.getShortValue,4,4,4,2,2,50.0,50.0,0,2
@@ org.apache.commons.collections4.MapUtils.getIntValue,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.collections4.MapUtils.getLongValue,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.collections4.MapUtils.getFloatValue,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.collections4.MapUtils.getDoubleValue,4,4,4,2,2,50.0,50.0,0,2
@@ org.apache.commons.collections4.MapUtils.toProperties,6,7,5,2,4,40.0,80.0,0,3
@@ org.apache.commons.collections4.MapUtils.toMap,5,5,6,1,2,16.666666666666664,33.33333333333333,0,2
@@ org.apache.commons.collections4.MapUtils.verbosePrintInternal,29,40,56,16,24,28.57142857142857,42.857142857142854,0,62
@@ org.apache.commons.collections4.MapUtils.printIndent,5,5,9,2,4,22.22222222222222,44.44444444444444,0,1
@@ org.apache.commons.collections4.MapUtils.invertMap,5,5,2,1,2,50.0,100.0,0,0
@@ org.apache.commons.collections4.MapUtils.safeAddToMap,5,5,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.collections4.MapUtils.putAll,28,39,48,14,31,29.166666666666668,64.58333333333334,0,25
@@ org.apache.commons.collections4.MapUtils.emptyIfNull,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.collections4.MapUtils.isEmpty,6,7,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.collections4.MapUtils.isNotEmpty,5,5,2,2,2,100.0,100.0,0,1
@@ org.apache.commons.collections4.MapUtils.populateMap,5,5,6,1,2,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.collections4.MapUtils.populateMap,5,5,6,1,2,16.666666666666664,33.33333333333333,0,1
@@ org.apache.commons.collections4.MapUtils.iterableMap,7,8,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.MapUtils.iterableSortedMap,7,8,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.IterableUtils$10.iterator,5,5,14,2,4,14.285714285714285,28.57142857142857,0,2
@@ org.apache.commons.collections4.SplitMapUtils.readableMap,9,11,8,4,6,50.0,75.0,0,5
@@ org.apache.commons.collections4.SplitMapUtils.writableMap,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.MultiMapUtils.emptyIfNull,5,5,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.collections4.MultiMapUtils.isEmpty,6,7,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.collections4.MultiMapUtils.getCollection,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.collections4.MultiMapUtils.getValuesAsList,6,7,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.collections4.MultiMapUtils.getValuesAsSet,6,7,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.collections4.MultiMapUtils.getValuesAsBag,6,7,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.collections4.ClosureUtils.switchMapClosure,7,8,10,2,4,20.0,40.0,0,1
@@ org.apache.commons.collections4.FluentIterable.of,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.FluentIterable.copyInto,7,8,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.collections4.ComparatorUtils.chainedComparator,7,8,5,3,3,60.0,60.0,0,0
@@ org.apache.commons.collections4.ComparatorUtils.nullLowComparator,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.collections4.ComparatorUtils.nullHighComparator,4,4,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.collections4.ComparatorUtils.transformedComparator,4,4,6,2,3,33.33333333333333,50.0,0,1
@@ org.apache.commons.collections4.ComparatorUtils.min,7,8,11,4,5,36.36363636363637,45.45454545454545,0,2
@@ org.apache.commons.collections4.ComparatorUtils.max,7,8,11,4,5,36.36363636363637,45.45454545454545,0,1
@@ org.apache.commons.collections4.SetUtils.emptyIfNull,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.collections4.SetUtils.isEqualSet,8,11,14,5,8,35.714285714285715,57.14285714285714,0,1
@@ org.apache.commons.collections4.SetUtils.hashCodeForSet,9,11,10,4,6,40.0,60.0,0,2
@@ org.apache.commons.collections4.IteratorUtils.transformedIterator,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.IteratorUtils.filteredIterator,6,7,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.filteredListIterator,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.IteratorUtils.loopingIterator,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.loopingListIterator,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.nodeListIterator,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.IteratorUtils.nodeListIterator,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.asIterator,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.asIterator,6,7,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.collections4.IteratorUtils.asEnumeration,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.IteratorUtils.asIterable,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.collections4.IteratorUtils.asMultipleUseIterable,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.toListIterator,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.toArray,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.toArray,6,7,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.collections4.IteratorUtils.toList,9,11,10,3,5,30.0,50.0,0,1
@@ org.apache.commons.collections4.IteratorUtils.getIterator,25,36,38,13,25,34.21052631578947,65.78947368421053,0,6
@@ org.apache.commons.collections4.IteratorUtils.apply,7,9,8,3,5,37.5,62.5,0,0
@@ org.apache.commons.collections4.IteratorUtils.find,9,12,12,5,8,41.66666666666667,66.66666666666666,0,3
@@ org.apache.commons.collections4.IteratorUtils.matchesAny,9,12,11,5,8,45.45454545454545,72.72727272727273,0,2
@@ org.apache.commons.collections4.IteratorUtils.matchesAll,9,12,11,5,8,45.45454545454545,72.72727272727273,0,1
@@ org.apache.commons.collections4.IteratorUtils.isEmpty,6,7,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.collections4.IteratorUtils.get,7,8,10,4,7,40.0,70.0,0,2
@@ org.apache.commons.collections4.IteratorUtils.size,5,6,9,2,5,22.22222222222222,55.55555555555556,0,1
@@ org.apache.commons.collections4.IteratorUtils.toString,15,21,25,8,13,32.0,52.0,0,4
@@ org.apache.commons.collections4.CollectionUtils.emptyIfNull,5,5,4,2,3,50.0,75.0,0,1
