@@ Method, Nodes, Edges, DUAs, UDUAs, RDUAs, UPerc, RPerc, Time_s, Time_ms
@@ org.apache.commons.lang3.CharUtils.toCharacterObject,4,4,3,2,2,66.66666666666666,66.66666666666666,0,12
@@ org.apache.commons.lang3.CharUtils.toChar,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.lang3.CharUtils.toChar,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.lang3.CharUtils.toChar,4,4,3,2,2,66.66666666666666,66.66666666666666,0,2
@@ org.apache.commons.lang3.CharUtils.toChar,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.lang3.CharUtils.toIntValue,4,4,4,2,2,50.0,50.0,0,2
@@ org.apache.commons.lang3.CharUtils.toIntValue,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.lang3.CharUtils.toIntValue,4,4,3,2,2,66.66666666666666,66.66666666666666,0,2
@@ org.apache.commons.lang3.CharUtils.toIntValue,4,4,5,2,2,40.0,40.0,0,2
@@ org.apache.commons.lang3.CharUtils.toString,4,4,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.lang3.CharUtils.toString,4,4,3,2,2,66.66666666666666,66.66666666666666,0,2
@@ org.apache.commons.lang3.CharUtils.unicodeEscaped,8,10,10,4,6,40.0,60.0,0,3
@@ org.apache.commons.lang3.CharUtils.unicodeEscaped,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.lang3.CharUtils.isAscii,5,5,2,2,2,100.0,100.0,0,1
@@ org.apache.commons.lang3.CharUtils.isAsciiPrintable,6,7,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.lang3.CharUtils.isAsciiControl,6,7,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.lang3.CharUtils.isAsciiAlpha,8,11,8,6,8,75.0,100.0,0,6
@@ org.apache.commons.lang3.CharUtils.isAsciiAlphaUpper,6,7,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.lang3.CharUtils.isAsciiAlphaLower,6,7,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.lang3.CharUtils.isAsciiNumeric,6,7,4,3,4,75.0,100.0,0,2
@@ org.apache.commons.lang3.CharUtils.isAsciiAlphanumeric,10,15,12,9,12,75.0,100.0,0,7
@@ org.apache.commons.lang3.BitField.<init>,5,6,13,3,7,23.076923076923077,53.84615384615385,0,7
@@ org.apache.commons.lang3.BitField.isSet,5,5,6,2,2,33.33333333333333,33.33333333333333,0,2
@@ org.apache.commons.lang3.BitField.isAllSet,5,5,6,2,2,33.33333333333333,33.33333333333333,0,2
@@ org.apache.commons.lang3.BitField.setBoolean,5,5,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.lang3.BitField.setShortBoolean,5,5,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.lang3.BitField.setByteBoolean,5,5,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.lang3.StringEscapeUtils$CsvUnescaper.translate,10,13,19,5,9,26.31578947368421,47.368421052631575,0,6
@@ org.apache.commons.lang3.ClassUtils.getShortClassName,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.lang3.ClassUtils.getShortClassName,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.lang3.ClassUtils.getShortClassName,17,24,50,19,28,38.0,56.00000000000001,0,26
@@ org.apache.commons.lang3.ClassUtils.getSimpleName,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.lang3.ClassUtils.getSimpleName,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.lang3.ClassUtils.getPackageName,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.lang3.ClassUtils.getPackageName,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.lang3.ClassUtils.getPackageName,11,15,27,12,21,44.44444444444444,77.77777777777779,0,7
@@ org.apache.commons.lang3.ClassUtils.getAllSuperclasses,7,8,11,3,5,27.27272727272727,45.45454545454545,0,3
@@ org.apache.commons.lang3.ClassUtils.getAllInterfaces,4,4,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.lang3.ClassUtils.convertClassNamesToClasses,7,8,8,2,3,25.0,37.5,0,2
@@ org.apache.commons.lang3.ClassUtils.convertClassesToClassNames,10,12,12,3,5,25.0,41.66666666666667,0,4
@@ org.apache.commons.lang3.ClassUtils.isAssignable,13,17,34,16,27,47.05882352941176,79.41176470588235,0,10
@@ org.apache.commons.lang3.ClassUtils.isPrimitiveOrWrapper,8,10,6,4,6,66.66666666666666,100.0,0,1
@@ org.apache.commons.lang3.ClassUtils.isAssignable,68,106,183,70,139,38.25136612021858,75.95628415300546,0,124
@@ org.apache.commons.lang3.ClassUtils.primitiveToWrapper,5,6,8,3,5,37.5,62.5,0,4
@@ org.apache.commons.lang3.ClassUtils.primitivesToWrappers,9,11,17,4,7,23.52941176470588,41.17647058823529,0,4
@@ org.apache.commons.lang3.ClassUtils.wrappersToPrimitives,9,11,17,4,7,23.52941176470588,41.17647058823529,0,3
@@ org.apache.commons.lang3.ClassUtils.isInnerClass,6,7,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.lang3.ClassUtils.getClass,5,5,13,2,2,15.384615384615385,15.384615384615385,0,2
@@ org.apache.commons.lang3.ClassUtils.getClass,5,5,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.lang3.ClassUtils.getPublicMethod,11,14,17,5,8,29.411764705882355,47.05882352941176,0,3
@@ org.apache.commons.lang3.ClassUtils.toCanonicalName,12,15,24,6,11,25.0,45.83333333333333,0,7
@@ org.apache.commons.lang3.ClassUtils.toClass,12,15,23,7,13,30.434782608695656,56.52173913043478,0,6
@@ org.apache.commons.lang3.ClassUtils.getShortCanonicalName,4,4,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.lang3.ClassUtils.getShortCanonicalName,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.lang3.ClassUtils.getPackageCanonicalName,4,4,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.lang3.ClassUtils.getPackageCanonicalName,4,4,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.lang3.ClassUtils.getCanonicalName,19,25,49,16,29,32.6530612244898,59.183673469387756,0,18
@@ org.apache.commons.lang3.LocaleUtils.toLocale,41,61,66,22,45,33.33333333333333,68.18181818181817,0,51
@@ org.apache.commons.lang3.LocaleUtils.localeLookupList,9,12,19,7,9,36.84210526315789,47.368421052631575,0,2
@@ org.apache.commons.lang3.LocaleUtils.languagesByCountry,12,16,30,7,11,23.333333333333332,36.666666666666664,0,4
@@ org.apache.commons.lang3.LocaleUtils.countriesByLanguage,13,18,32,8,13,25.0,40.625,0,8
@@ org.apache.commons.lang3.StringUtils.isEmpty,6,7,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.lang3.StringUtils.isNotEmpty,5,5,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.lang3.StringUtils.isBlank,10,13,19,7,14,36.84210526315789,73.68421052631578,0,5
@@ org.apache.commons.lang3.StringUtils.isNotBlank,5,5,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.lang3.StringUtils.trim,5,5,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.lang3.StringUtils.trimToNull,5,5,3,2,3,66.66666666666666,100.0,0,0
